Unnamed: 0,price,bed,bath,feet,address,new_flag,link,company,original_str,red_address,latitude,longitude,distance
27,1700000,3.0,4.0,2249.0,"7203 16th Ave,Brooklyn, NY 11204",True,https://www.trulia.com/p/ny/brooklyn/7203-16th-ave-brooklyn-ny-11204--2297136102,COZY CORNER REALTY LLC,"NEW - 2 HRS AGO
$1,700,000
3bd
4ba
2,249 sqft
7203 16th Ave,
Brooklyn, NY 11204
LISTING BY: COZY CORNER REALTY LLC","7203 16th Ave,Brooklyn, NY 11204",40.617779150000004,-73.99893899084321,18.759417762794055
28,549000,0.0,1.0,,"1176 E 92nd St,Brooklyn, NY 11236",True,https://www.trulia.com/p/ny/brooklyn/1176-e-92nd-st-brooklyn-ny-11236--2089032260,BEN BAY RLTY OF MARINE PK LLC,"NEW - 2 HRS AGO
$549,000
Studio
1ba
1176 E 92nd St,
Brooklyn, NY 11236
LISTING BY: BEN BAY RLTY OF MARINE PK LLC","1176 E 92nd St,Brooklyn, NY 11236",40.64077605,-73.9045287013868,16.907224770789156
29,725000,6.0,3.0,2964.0,"121-123 Van Buren St,Staten Island, NY 10301",True,https://www.trulia.com/p/ny/staten-island/121-123-van-buren-st-staten-island-ny-10301--2274294485,"NEUHAUS REALTY, INC.","NEW - 3 HRS AGO
$725,000
6bd
3ba
2,964 sqft
121-123 Van Buren St,
Staten Island, NY 10301
LISTING BY: NEUHAUS REALTY, INC.","121-123 Van Buren St,Staten Island, NY 10301",40.6439974,-74.0969434,19.070323247790736
30,10995000,9.0,5.0,6442.0,"36 W 11th St,New York, NY 10011",True,https://www.trulia.com/p/ny/new-york/36-w-11th-st-new-york-ny-10011--726203,SERHANT.,"NEW - 3 HRS AGO
$10,995,000
9bd
5ba
6,442 sqft
36 W 11th St,
New York, NY 10011
LISTING BY: SERHANT.","36 W 11th St,New York, NY 10011",40.734453849999994,-73.99659540311129,6.110254379794028
31,2650000,4.0,2.0,2130.0,"801 W End Ave #12A,New York, NY 10025",True,https://www.trulia.com/p/ny/new-york/801-w-end-ave-12a-new-york-ny-10025--2224952656,BROWN HARRIS STEVENS,"NEW
OPEN SUN, 11-12:30PM
$2,650,000
4bd
2ba
2,130 sqft
801 W End Ave #12A,
New York, NY 10025
LISTING BY: BROWN HARRIS STEVENS","801 W End Ave New York, NY 10025",40.7974526,-73.9718265,1.4049187838117394
32,1399000,2.0,2.0,,"325 E 57th St #4A,New York, NY 10022",True,https://www.trulia.com/p/ny/new-york/325-e-57th-st-4a-new-york-ny-10022--2345987883,THE AGENCY,"NEW
OPEN SUN, 11-12PM
$1,399,000
2bd
2ba
325 E 57th St #4A,
New York, NY 10022
LISTING BY: THE AGENCY","325 E 57th St New York, NY 10022",40.75906635,-73.96410986667425,2.9114404995168313
33,1295000,2.0,1.0,924.0,"99 John St #2206,New York, NY 10038",True,https://www.trulia.com/p/ny/new-york/99-john-st-2206-new-york-ny-10038--2008697615,CORCORAN,"NEW
OPEN SUN, 12-2PM
$1,295,000
2bd
1ba
924 sqft
99 John St #2206,
New York, NY 10038
LISTING BY: CORCORAN","99 John St New York, NY 10038",40.7083321,-74.00605638997723,9.101368730715878
34,1700000,3.0,4.0,2560.0,"7203 16th Ave #1,Brooklyn, NY 11204",True,https://www.trulia.com/p/ny/brooklyn/7203-16th-ave-1-brooklyn-ny-11204--2625435657,COZY CORNER REALTY LLC,"NEW - 3 HRS AGO
$1,700,000
3bd
4ba
2,560 sqft
7203 16th Ave #1,
Brooklyn, NY 11204
LISTING BY: COZY CORNER REALTY LLC","7203 16th Ave Brooklyn, NY 11204",40.617779150000004,-73.99893899084321,18.759417762794055
35,629000,2.0,2.0,,"43-12 Robinson Street UNIT 2B,Flushing, NY 11355",True,https://www.trulia.com/p/ny/flushing/43-12-robinson-st-2b-flushing-ny-11355--2009933673,WINZONE REALTY INC,"NEW - 13 MIN AGO
$629,000
2bd
2ba
43-12 Robinson Street UNIT 2B,
Flushing, NY 11355
LISTING BY: WINZONE REALTY INC","43-12 Robinson Street UNIT 2B,Flushing, NY 11355",,,
36,699000,4.0,2.0,,"4038 Hubbard Place,Brooklyn, NY 11210",True,https://www.trulia.com/p/ny/brooklyn/4038-hubbard-pl-brooklyn-ny-11210--2009648857,GREENE REALTY GROUP,"NEW
OPEN SAT, 3-5PM
$699,000
4bd
2ba
4038 Hubbard Place,
Brooklyn, NY 11210
LISTING BY: GREENE REALTY GROUP","4038 Hubbard Place,Brooklyn, NY 11210",40.62501445,-73.93565307350408,17.988848538786062
37,620000,1.0,1.0,9450.0,"80 Gold St #10N,New York, NY 10038",True,https://www.trulia.com/p/ny/new-york/80-gold-st-10n-new-york-ny-10038--2333620870,COMPASS,"NEW
OPEN SUN, 11-12PM
8.22 ACRES
$620,000
1bd
1ba
9,450 sqft (on 8.22 acres)
80 Gold St #10N,
New York, NY 10038
LISTING BY: COMPASS","80 Gold St New York, NY 10038",40.709602849999996,-74.00452617109784,8.924185558300762
38,875000,0.0,,2024.0,"4753 Carpenter Avenue,Bronx, NY 10470",True,https://www.trulia.com/p/ny/bronx/4753-carpenter-ave-bronx-ny-10470--2008965604,YOURHOMESOLD GUARANTEED REALTY,"NEW - 1 HR AGO
$875,000
Studio
2,024 sqft
4753 Carpenter Avenue,
Bronx, NY 10470
LISTING BY: YOURHOMESOLD GUARANTEED REALTY","4753 Carpenter Avenue,Bronx, NY 10470",40.9061053,-73.85206334294429,16.633150643725585
39,269000,1.0,1.0,,"33-45 92 Street UNIT 1K,Jackson Heights, NY 11372",True,https://www.trulia.com/p/ny/jackson-heights/33-45-92nd-st-1k-jackson-heights-ny-11372--2196305392,NEW GROUP REALTY INC,"NEW - 55 MIN AGO
$269,000
1bd
1ba
33-45 92 Street UNIT 1K,
Jackson Heights, NY 11372
LISTING BY: NEW GROUP REALTY INC","33-45 92 Street UNIT 1K,Jackson Heights, NY 11372",,,
0,875000,0.0,,2024.0,"4753 Carpenter Avenue,Bronx, NY 10470",True,https://www.trulia.com/p/ny/bronx/4753-carpenter-ave-bronx-ny-10470--2008965604,YOURHOMESOLD GUARANTEED REALTY,"NEW - 1 HR AGO
$875,000
Studio
2,024 sqft
4753 Carpenter Avenue,
Bronx, NY 10470
LISTING BY: YOURHOMESOLD GUARANTEED REALTY","4753 Carpenter Avenue,Bronx, NY 10470",40.9061053,-73.85206334294429,16.633150643725585
1,269000,1.0,1.0,,"33-45 92 Street UNIT 1K,Jackson Heights, NY 11372",True,https://www.trulia.com/p/ny/jackson-heights/33-45-92nd-st-1k-jackson-heights-ny-11372--2196305392,NEW GROUP REALTY INC,"NEW - 55 MIN AGO
$269,000
1bd
1ba
33-45 92 Street UNIT 1K,
Jackson Heights, NY 11372
LISTING BY: NEW GROUP REALTY INC","33-45 92 Street UNIT 1K,Jackson Heights, NY 11372",,,
2,278000,1.0,1.0,750.0,"2234 Ocean Ave #B9,Brooklyn, NY 11229",True,https://www.trulia.com/p/ny/brooklyn/2234-ocean-ave-b9-brooklyn-ny-11229--2489545042,MILL REALTY GROUP INC.,"NEW - 6 HRS AGO
$278,000
1bd
1ba
750 sqft
2234 Ocean Ave #B9,
Brooklyn, NY 11229
LISTING BY: MILL REALTY GROUP INC.","2234 Ocean Ave Brooklyn, NY 11229",40.607100149999994,-73.95329747790187,19.806085446250584
3,349000,2.0,1.0,,"210-50 41 Avenue UNIT 2f,Bayside, NY 11361",True,https://www.trulia.com/p/ny/bayside/210-50-41st-ave-2f-bayside-ny-11361--2414509212,PREMIUM PROPERTIES INC,"NEW - 1 HR AGO
$349,000
2bd
1ba
210-50 41 Avenue UNIT 2f,
Bayside, NY 11361
LISTING BY: PREMIUM PROPERTIES INC","210-50 41 Avenue UNIT 2f,Bayside, NY 11361",,,
4,749999,3.0,2.0,,"219-14 133rd Avenue,Springfield Gardens, NY 11413",True,https://www.trulia.com/p/ny/springfield-gardens/219-14-133rd-ave-springfield-gardens-ny-11413--2397299517,KELLER WILLIAMS REALTY GREATER,"NEW
$749,999
3bd
2ba
219-14 133rd Avenue,
Springfield Gardens, NY 11413
LISTING BY: KELLER WILLIAMS REALTY GREATER","219-14 133rd Avenue,Springfield Gardens, NY 11413",,,
5,219000,0.0,1.0,,"209-10 41 Avenue UNIT 6r,Bayside, NY 11361",True,https://www.trulia.com/p/ny/bayside/209-10-41st-ave-6r-bayside-ny-11361--2547091880,PREMIUM PROPERTIES INC,"NEW - 1 HR AGO
$219,000
Studio
1ba
209-10 41 Avenue UNIT 6r,
Bayside, NY 11361
LISTING BY: PREMIUM PROPERTIES INC","209-10 41 Avenue UNIT 6r,Bayside, NY 11361",,,
6,599000,3.0,2.0,,"94-22 Magnolia Court UNIT 3,Ozone Park, NY 11417",True,https://www.trulia.com/p/ny/ozone-park/94-22-magnolia-ct-3-ozone-park-ny-11417--2625437956,CONNEXION I RL EST SVCS INC,"NEW - 1 HR AGO
$599,000
3bd
2ba
94-22 Magnolia Court UNIT 3,
Ozone Park, NY 11417
LISTING BY: CONNEXION I RL EST SVCS INC","94-22 Magnolia Court UNIT 3,Ozone Park, NY 11417",,,
7,1290000,3.0,3.0,1260.0,"84-43 Kendrick Place,Jamaica, NY 11432",True,https://www.trulia.com/p/ny/jamaica/8443-kendrick-pl-jamaica-ny-11432--2010243570,KELLER WILLIAMS REALTY GREATER,"NEW
COMING SOON 3/2
$1,290,000
3bd
3ba
1,260 sqft
84-43 Kendrick Place,
Jamaica, NY 11432
LISTING BY: KELLER WILLIAMS REALTY GREATER","84-43 Kendrick Place,Jamaica, NY 11432",,,
8,1388888,7.0,4.0,,"86-50 127th Street,Richmond Hill, NY 11418",True,https://www.trulia.com/p/ny/richmond-hill/86-50-127th-st-richmond-hill-ny-11418--2398494599,NEW YORK REALTY MINIMAX INC,"NEW - 1 HR AGO
$1,388,888
7bd
4ba
86-50 127th Street,
Richmond Hill, NY 11418
LISTING BY: NEW YORK REALTY MINIMAX INC","86-50 127th Street,Richmond Hill, NY 11418",40.7017234,-73.82417051640886,15.29267367570289
9,299999,3.0,1.0,,"90-01 S Shore Parkway UNIT 94,Howard Beach, NY 11414",True,https://www.trulia.com/p/ny/howard-beach/90-01-shore-pkwy-94-howard-beach-ny-11414--2478985793,KELLER WILLIAMS LEGENDARY,"NEW
COMING SOON 3/2
$299,999
3bd
1ba
90-01 S Shore Parkway UNIT 94,
Howard Beach, NY 11414
LISTING BY: KELLER WILLIAMS LEGENDARY","90-01 S Shore Parkway UNIT 94,Howard Beach, NY 11414",,,
10,998000,5.0,3.0,,"14-24 131 Street,College Pt, NY 11356",True,https://www.trulia.com/p/ny/college-pt/14-24-131st-st-college-pt-ny-11356--2437206299,KELLER WILLIAMS RLTY LANDMARK,"NEW
$998,000
5bd
3ba
14-24 131 Street,
College Pt, NY 11356
LISTING BY: KELLER WILLIAMS RLTY LANDMARK","14-24 131 Street,College Pt, NY 11356",,,
11,275000,1.0,1.0,,"5134 30th Avenue UNIT 2-I,Woodside, NY 11377",True,https://www.trulia.com/p/ny/woodside/5134-30th-ave-2i-woodside-ny-11377--2399774458,KELLER WILLIAMS LANDMARK II,"NEW - 4 HRS AGO
$275,000
1bd
1ba
5134 30th Avenue UNIT 2-I,
Woodside, NY 11377
LISTING BY: KELLER WILLIAMS LANDMARK II","5134 30th Avenue UNIT 2-I,Woodside, NY 11377",,,
12,535000,2.0,2.0,,"120-37 193rd Street,Saint Albans, NY 11412",True,https://www.trulia.com/p/ny/saint-albans/120-37-193rd-st-saint-albans-ny-11412--2397800497,POWER MOVE REALTY,"NEW - 5 HRS AGO
$535,000
2bd
2ba
120-37 193rd Street,
Saint Albans, NY 11412
LISTING BY: POWER MOVE REALTY","120-37 193rd Street,Saint Albans, NY 11412",40.691932,-73.758191,20.54123382301387
13,1050000,2.0,1.0,,"229 E 79th St #5C,New York, NY 10075",True,https://www.trulia.com/p/ny/new-york/229-e-79th-st-5c-new-york-ny-10075--2332714012,DOUGLAS ELLIMAN,"NEW - 11 HRS AGO
$1,050,000
2bd
1ba
229 E 79th St #5C,
New York, NY 10075
LISTING BY: DOUGLAS ELLIMAN","229 E 79th St New York, NY 10075",40.7738995,-73.95571445646527,1.6341982877542
14,850000,1.0,1.0,,"530 Grand St #D11A,New York, NY 10002",True,https://www.trulia.com/p/ny/new-york/530-grand-st-d11a-new-york-ny-10002--2174196779,NEW YORK RESIDENCE,"NEW - 11 HRS AGO
$850,000
1bd
1ba
530 Grand St #D11A,
New York, NY 10002
LISTING BY: NEW YORK RESIDENCE","530 Grand St New York, NY 10002",40.7144935,-73.9811341,7.914530158299957
15,588000,2.0,1.0,1100.0,"7901 4th Ave #F20,Brooklyn, NY 11209",True,https://www.trulia.com/p/ny/brooklyn/7901-4th-ave-f20-brooklyn-ny-11209--2192144284,DORSA GROUP,"NEW
OPEN SUN, 1:30-2:30PM
$588,000
2bd
1ba
1,100 sqft
7901 4th Ave #F20,
Brooklyn, NY 11209
LISTING BY: DORSA GROUP","7901 4th Ave Brooklyn, NY 11209",40.6273827,-74.02618698852751,18.183952355841505
16,510000,1.0,1.0,489.0,"764 Saint Johns Pl #2A,Brooklyn, NY 11216",True,https://www.trulia.com/p/ny/brooklyn/764-saint-johns-pl-2a-brooklyn-ny-11216--2174113854,DOUGLAS ELLIMAN,"NEW
OPEN SUN, 12-1PM
$510,000
1bd
1ba
489 sqft
764 Saint Johns Pl #2A,
Brooklyn, NY 11216
LISTING BY: DOUGLAS ELLIMAN","764 Saint Johns Pl Brooklyn, NY 11216",40.6716702,-73.9528301,12.66271778486727
17,595000,0.0,1.0,515.0,"88 Greenwich St #411,New York, NY 10006",True,https://www.trulia.com/p/ny/new-york/88-greenwich-st-411-new-york-ny-10006--2008561298,COMPASS,"NEW
OPEN SUN, 2-3PM
$595,000
Studio
1ba
515 sqft
88 Greenwich St #411,
New York, NY 10006
LISTING BY: COMPASS","88 Greenwich St New York, NY 10006",40.70791245,-74.01407336444697,9.402655720287962
18,995000,1.0,1.0,,"45 Gramercy Park N #16D,New York, NY 10010",True,https://www.trulia.com/p/ny/new-york/45-gramercy-park-n-16d-new-york-ny-10010--2345976231,COMPASS,"NEW - 13 HRS AGO
$995,000
1bd
1ba
45 Gramercy Park N #16D,
New York, NY 10010
LISTING BY: COMPASS","45 Gramercy Park N New York, NY 10010",40.73817585,-73.98507073623027,5.3992475546703576
19,4395000,3.0,4.0,2500.0,"123 Chambers St #6,New York, NY 10007",True,https://www.trulia.com/p/ny/new-york/123-chambers-st-6-new-york-ny-10007--2008564741,LESLIE J. GARFIELD,"NEW
OPEN SUN, 1-2PM
$4,395,000
3bd
4ba
2,500 sqft
123 Chambers St #6,
New York, NY 10007
LISTING BY: LESLIE J. GARFIELD","123 Chambers St New York, NY 10007",40.71534577777778,-74.00864694444445,8.462039366410586
20,2595000,2.0,2.0,1256.0,"540 W 49th St #8S,New York, NY 10019",True,https://www.trulia.com/p/ny/new-york/540-w-49th-st-8s-new-york-ny-10019--2325133531,COMPASS,"NEW
OPEN SUN, 12-1:30PM
$2,595,000
2bd
2ba
1,256 sqft
540 W 49th St #8S,
New York, NY 10019
LISTING BY: COMPASS","540 W 49th St New York, NY 10019",40.76460954545455,-73.9937806590909,3.13142561812214
21,2890000,2.0,13.0,1373.0,"50 Riverside Blvd #7E,New York, NY 10069",True,https://www.trulia.com/p/ny/new-york/50-riverside-blvd-7e-new-york-ny-10069--2008708395,DOUGLAS ELLIMAN,"NEW
OPEN SAT, 11-12PM
$2,890,000
2bd
13ba
1,373 sqft
50 Riverside Blvd #7E,
New York, NY 10069
LISTING BY: DOUGLAS ELLIMAN","50 Riverside Blvd New York, NY 10069",40.77404755,-73.99130988415699,2.2982019354942365
