,price,bed,bath,feet,address,new_flag,link,company,original_str
15,799999,3,2,1925,"97 Lyndale Ave,Staten Island, NY 10312",True,https://www.trulia.com/p/ny/staten-island/97-lyndale-ave-staten-island-ny-10312--2008841479,"ROBERT DEFALCO REALTY, INC.","NEW - 23 HRS AGO
$799,999
3bd
2ba
1,925 sqft
97 Lyndale Ave,
Staten Island, NY 10312
LISTING BY: ROBERT DEFALCO REALTY, INC."
16,248000,1,1,900,"1100 Clove Rd #2M,Staten Island, NY 10301",True,https://www.trulia.com/p/ny/staten-island/1100-clove-rd-2m-staten-island-ny-10301--2345703080,OZANA REALTY GROUP,"NEW - 23 HRS AGO
$248,000
1bd
1ba
900 sqft
1100 Clove Rd #2M,
Staten Island, NY 10301
LISTING BY: OZANA REALTY GROUP"
17,679000,3,3,1638,"7 Sandalwood Dr,Staten Island, NY 10308",True,https://www.trulia.com/p/ny/staten-island/7-sandalwood-dr-staten-island-ny-10308--2008802170,KELLER WILLIAMS REALTY STATEN ISLAND,"NEW
OPEN SAT, 12-2PM
NEW CONSTRUCTION
$679,000
3bd
3ba
1,638 sqft
7 Sandalwood Dr,
Staten Island, NY 10308
LISTING BY: KELLER WILLIAMS REALTY STATEN ISLAND"
18,850000,1,1,702,"372 Central Park W #20H,New York, NY 10025",True,https://www.trulia.com/p/ny/new-york/372-central-park-w-20h-new-york-ny-10025--2088878019,THE AGENCY,"NEW
OPEN SUN, 12-1:30PM
$850,000
1bd
1ba
702 sqft
372 Central Park W #20H,
New York, NY 10025
LISTING BY: THE AGENCY"
19,7495000,3,4,2653,"35 Hudson Yards #5904,New York, NY 10001",True,https://www.trulia.com/p/ny/new-york/35-hudson-yards-5904-new-york-ny-10001--2578265314,CORCORAN,"NEW - 23 HRS AGO
$7,495,000
3bd
4ba
2,653 sqft
35 Hudson Yards #5904,
New York, NY 10001
LISTING BY: CORCORAN"
20,1398000,4,3,,"63-06 138th Street,Flushing, NY 11367",True,https://www.trulia.com/p/ny/flushing/6306-138th-st-flushing-ny-11367--2010014281,JAMIE & CONNIE REAL ESTATE GRP,"NEW
COMING SOON 2/28
$1,398,000
4bd
3ba
63-06 138th Street,
Flushing, NY 11367
LISTING BY: JAMIE & CONNIE REAL ESTATE GRP"
21,4199000,3,3,2004,"525 Park Ave #3A,New York, NY 10065",True,https://www.trulia.com/p/ny/new-york/525-park-ave-3a-new-york-ny-10065--2008705673,DOUGLAS ELLIMAN,"NEW - 23 HRS AGO
$4,199,000
3bd
3ba
2,004 sqft
525 Park Ave #3A,
New York, NY 10065
LISTING BY: DOUGLAS ELLIMAN"
22,729900,3,4,1,"13644 222nd St,Laurelton, NY 11413",True,https://www.trulia.com/p/ny/laurelton/13644-222nd-st-laurelton-ny-11413--1137987733,LANCIANO PIZANTE,"NEW
OPEN SUN, 1-2:30PM
$729,900
3bd
4ba
1 sqft
13644 222nd St,
Laurelton, NY 11413
LISTING BY: LANCIANO PIZANTE"
23,530000,1,1,800,"415 Argyle Rd #5V,Brooklyn, NY 11218",True,https://www.trulia.com/p/ny/brooklyn/415-argyle-rd-5v-brooklyn-ny-11218--2478398723,ABACUS PROPERTIES,"NEW
OPEN SUN, 11-1PM
$530,000
1bd
1ba
800 sqft
415 Argyle Rd #5V,
Brooklyn, NY 11218
LISTING BY: ABACUS PROPERTIES"
24,599000,1,1,,"1270 5th Ave #11K,New York, NY 10029",True,https://www.trulia.com/p/ny/new-york/1270-5th-ave-11k-new-york-ny-10029--2478464370,HAUSEIT LLC,"NEW
OPEN MON, 11:30-12:30PM
$599,000
1bd
1ba
1270 5th Ave #11K,
New York, NY 10029
LISTING BY: HAUSEIT LLC"
25,599888,2,2,1100,"98-22 63rd Dr #2B,Rego Park, NY 11374",True,https://www.trulia.com/p/ny/rego-park/98-22-63rd-dr-2b-rego-park-ny-11374--2478947663,EXIT REALTY FIRST CHOICE,"NEW - 23 HRS AGO
$599,888
2bd
2ba
1,100 sqft
98-22 63rd Dr #2B,
Rego Park, NY 11374
LISTING BY: EXIT REALTY FIRST CHOICE"
26,750000,1,1,700,"165 W End Ave #11A,New York, NY 10023",True,https://www.trulia.com/p/ny/new-york/165-w-end-ave-11a-new-york-ny-10023--2178446753,DOUGLAS ELLIMAN,"NEW
OPEN SUN, 1-2:30PM
$750,000
1bd
1ba
700 sqft
165 W End Ave #11A,
New York, NY 10023
LISTING BY: DOUGLAS ELLIMAN"
27,875000,2,1,,"410 Nostrand Ave #2R,Brooklyn, NY 11216",True,https://www.trulia.com/p/ny/brooklyn/410-nostrand-ave-2r-brooklyn-ny-11216--2352316035,THE AGENCY,"NEW
OPEN SUN, 12:30-1:30PM
$875,000
2bd
1ba
410 Nostrand Ave #2R,
Brooklyn, NY 11216
LISTING BY: THE AGENCY"
28,3495000,4,4,3400,"910 5th Ave #2DE,New York, NY 10021",True,https://www.trulia.com/p/ny/new-york/910-5th-ave-2de-new-york-ny-10021--2392762167,DOUGLAS ELLIMAN,"NEW
OPEN TUE, 12-4PM
$3,495,000
4bd
4ba
3,400 sqft
910 5th Ave #2DE,
New York, NY 10021
LISTING BY: DOUGLAS ELLIMAN"
29,285000,2,1,829,"1604 Metropolitan Avenue UNIT 5A,Bronx, NY 10462",True,https://www.trulia.com/p/ny/bronx/1604-metropolitan-ave-5a-bronx-ny-10462--2008912914,PARKCHESTER BRONX REALTY INC,"NEW - 18 HRS AGO
$285,000
2bd
1ba
829 sqft
1604 Metropolitan Avenue UNIT 5A,
Bronx, NY 10462
LISTING BY: PARKCHESTER BRONX REALTY INC"
30,699999,2,2,,"1039 E 92nd Street,Brooklyn, NY 11236",True,https://www.trulia.com/p/ny/brooklyn/1039-e-92nd-st-brooklyn-ny-11236--2089031076,SIGNATURE PREMIER PROPERTIES,"NEW - 18 HRS AGO
$699,999
2bd
2ba
1039 E 92nd Street,
Brooklyn, NY 11236
LISTING BY: SIGNATURE PREMIER PROPERTIES"
31,1950000,2,2,1227,"200 W 24th St #7B,New York, NY 10011",True,https://www.trulia.com/p/ny/new-york/200-w-24th-st-7b-new-york-ny-10011--2088824397,DOUGLAS ELLIMAN,"NEW
OPEN SUN, 9-9:15AM
$1,950,000
2bd
2ba
1,227 sqft
200 W 24th St #7B,
New York, NY 10011
LISTING BY: DOUGLAS ELLIMAN"
32,615000,1,1,800,"345 Montgomery St #7D,Brooklyn, NY 11225",True,https://www.trulia.com/p/ny/brooklyn/345-montgomery-st-7d-brooklyn-ny-11225--2625390483,COMPASS,"NEW
OPEN SUN, 1-2:30PM
$615,000
1bd
1ba
800 sqft
345 Montgomery St #7D,
Brooklyn, NY 11225
LISTING BY: COMPASS"
33,3795000,4,5,3032,"530 E 76th St #36E,New York, NY 10021",True,https://www.trulia.com/p/ny/new-york/530-e-76th-st-36e-new-york-ny-10021--2181281333,DOUGLAS ELLIMAN,"NEW - 23 HRS AGO
$3,795,000
4bd
5ba
3,032 sqft
530 E 76th St #36E,
New York, NY 10021
LISTING BY: DOUGLAS ELLIMAN"
34,460000,2,1,900,"104-20 68 UNIT A41,Forest Hills, NY 11375",True,https://www.trulia.com/p/ny/forest-hills/104-20-68-a41-forest-hills-ny-11375--2625414182,RK CAPITAL GROUP LLC,"NEW - 16 HRS AGO
$460,000
2bd
1ba
900 sqft
104-20 68 UNIT A41,
Forest Hills, NY 11375
LISTING BY: RK CAPITAL GROUP LLC"
35,495000,0,1,468,"520 E 81st St #2K,New York, NY 10028",True,https://www.trulia.com/p/ny/new-york/520-e-81st-st-2k-new-york-ny-10028--2088889964,DOUGLAS ELLIMAN,"NEW - 23 HRS AGO
$495,000
Studio
1ba
468 sqft
520 E 81st St #2K,
New York, NY 10028
LISTING BY: DOUGLAS ELLIMAN"
36,549000,1,1,683,"202 Quentin Rd #2B,Brooklyn, NY 11223",True,https://www.trulia.com/p/ny/brooklyn/202-quentin-rd-2b-brooklyn-ny-11223--2009776587,REMAX EDGE,"NEW
OPEN SUN, 3:30-5PM
$549,000
1bd
1ba
683 sqft
202 Quentin Rd #2B,
Brooklyn, NY 11223
LISTING BY: REMAX EDGE"
37,799000,4,3,,"1071 E 233rd St #W,Bronx, NY 10466",True,https://www.trulia.com/p/ny/bronx/1071-e-233rd-st-w-bronx-ny-10466--2625390263,WW REALTY GROUP,"NEW - 23 HRS AGO
$799,000
4bd
3ba
1071 E 233rd St #W,
Bronx, NY 10466
LISTING BY: WW REALTY GROUP"
38,428000,2,1,1000,"64-74 Saunders St #3B,Rego Park, NY 11374",True,https://www.trulia.com/p/ny/rego-park/64-74-saunders-st-3b-rego-park-ny-11374--2624847406,EXIT REALTY FIRST CHOICE,"NEW
OPEN SUN, 1-3PM
$428,000
2bd
1ba
1,000 sqft
64-74 Saunders St #3B,
Rego Park, NY 11374
LISTING BY: EXIT REALTY FIRST CHOICE"
39,350000,2,1,950,"30-11 Parsons Blvd #7J,Flushing, NY 11354",True,https://www.trulia.com/p/ny/flushing/30-11-parsons-blvd-7j-flushing-ny-11354--2577611593,INTEGRITY CORE REALTY,"NEW - 23 HRS AGO
$350,000
2bd
1ba
950 sqft
30-11 Parsons Blvd #7J,
Flushing, NY 11354
LISTING BY: INTEGRITY CORE REALTY"
0,1250000,4,4,2400,"87-76 160th Street,Jamaica, NY 11432",True,https://www.trulia.com/p/ny/jamaica/87-76-160th-st-jamaica-ny-11432--2010244799,KELLER WILLIAMS REALTY GREATER,"NEW - 19 HRS AGO
$1,250,000
4bd
4ba
2,400 sqft
87-76 160th Street,
Jamaica, NY 11432
LISTING BY: KELLER WILLIAMS REALTY GREATER"
1,1488000,4,3,1584,"7418 Colonial Rd,Brooklyn, NY 11209",True,https://www.trulia.com/p/ny/brooklyn/7418-colonial-rd-brooklyn-ny-11209--2009639058,REALTY FIRST RESIDENTIAL,"NEW - 1 DAY AGO
© Google
$1,488,000
4bd
3ba
1,584 sqft
7418 Colonial Rd,
Brooklyn, NY 11209
LISTING BY: REALTY FIRST RESIDENTIAL"
2,175000,1,1,665,"26 Metropolitan Oval UNIT 3A,Bronx, NY 10462",True,https://www.trulia.com/p/ny/bronx/26-metropolitan-oval-3a-bronx-ny-10462--2008920693,RC HOUSE SALES REALTY CORP.,"NEW - 19 HRS AGO
$175,000
1bd
1ba
665 sqft
26 Metropolitan Oval UNIT 3A,
Bronx, NY 10462
LISTING BY: RC HOUSE SALES REALTY CORP."
3,689000,3,1,1280,"1456 E 57th St,Brooklyn, NY 11234",True,https://www.trulia.com/p/ny/brooklyn/1456-e-57th-st-brooklyn-ny-11234--2089018778,FILLMORE REAL ESTATE LTD,"NEW
OPEN SAT, 3:30-5PM
$689,000
3bd
1ba
1,280 sqft
1456 E 57th St,
Brooklyn, NY 11234
LISTING BY: FILLMORE REAL ESTATE LTD"
4,549999,2,1,1182,"11127 144th St,Jamaica, NY 11435",True,https://www.trulia.com/p/ny/jamaica/11127-144th-st-jamaica-ny-11435--2010265689,MC REALTY CONSULTING & MANAGEMENT INC,"NEW - 1 DAY AGO
$549,999
2bd
1ba
1,182 sqft
11127 144th St,
Jamaica, NY 11435
LISTING BY: MC REALTY CONSULTING & MANAGEMENT INC"
5,199000,0,1,500,"99-45 67th Rd #104,Forest Hills, NY 11375",True,https://www.trulia.com/p/ny/forest-hills/99-45-67th-rd-104-forest-hills-ny-11375--2497518995,EXP REALTY NYC,"NEW
OPEN SUN, 11-12:30PM
$199,000
Studio
1ba
500 sqft
99-45 67th Rd #104,
Forest Hills, NY 11375
LISTING BY: EXP REALTY NYC"
6,875000,4,3,1725,"109-67 131st Street,South Ozone Park, NY 11420",True,https://www.trulia.com/p/ny/south-ozone-park/109-67-131st-st-south-ozone-park-ny-11420--2512325225,PRESTIGE HOMES NY INC,"NEW
OPEN SAT, 1-4PM
$875,000
4bd
3ba
1,725 sqft
109-67 131st Street,
South Ozone Park, NY 11420
LISTING BY: PRESTIGE HOMES NY INC"
7,1355000,5,3,2224,"1806 W 8th St,Brooklyn, NY 11223",True,https://www.trulia.com/p/ny/brooklyn/1806-w-8th-st-brooklyn-ny-11223--1102461065,WINZONE REALTY INC,"NEW - 1 DAY AGO
$1,355,000
5bd
3ba
2,224 sqft
1806 W 8th St,
Brooklyn, NY 11223
LISTING BY: WINZONE REALTY INC"
8,1345000,1,2,916,"308 E 72nd St #6E,New York, NY 10021",True,https://www.trulia.com/p/ny/new-york/308-e-72nd-st-6e-new-york-ny-10021--2088854655,COMPASS,"NEW - 1 DAY AGO
$1,345,000
1bd
2ba
916 sqft
308 E 72nd St #6E,
New York, NY 10021
LISTING BY: COMPASS"
9,958888,2,3,1600,"8818 74th Ave,Glendale, NY 11385",True,https://www.trulia.com/p/ny/glendale/8818-74th-ave-glendale-ny-11385--2010123251,DANIEL GALE SOTHEBY'S INTERNATIONAL REALTY,"NEW
OPEN SAT, 2:30-4:30PM
$958,888
2bd
3ba
1,600 sqft
8818 74th Ave,
Glendale, NY 11385
LISTING BY: DANIEL GALE SOTHEBY'S INTERNATIONAL REALTY"
10,3050000,2,2,1231,"30 W 63rd St #16VW,New York, NY 10023",True,https://www.trulia.com/p/ny/new-york/30-w-63rd-st-16vw-new-york-ny-10023--2088867924,DOUGLAS ELLIMAN,"NEW - 1 DAY AGO
$3,050,000
2bd
2ba
1,231 sqft
30 W 63rd St #16VW,
New York, NY 10023
LISTING BY: DOUGLAS ELLIMAN"
11,3995000,4,4,,"35 E 75th St #10E,New York, NY 10021",True,https://www.trulia.com/p/ny/new-york/35-e-75th-st-10e-new-york-ny-10021--2193955169,DOUGLAS ELLIMAN,"NEW - 1 DAY AGO
$3,995,000
4bd
4ba
35 E 75th St #10E,
New York, NY 10021
LISTING BY: DOUGLAS ELLIMAN"
12,5750000,4,4,,"37 W 12th St #4J,New York, NY 10011",True,https://www.trulia.com/p/ny/new-york/37-w-12th-st-4j-new-york-ny-10011--2478422461,COMPASS,"NEW
OPEN SAT, 11-12PM
$5,750,000
4bd
4ba
37 W 12th St #4J,
New York, NY 10011
LISTING BY: COMPASS"
13,220000,1,1,652,"180 Van Cortlandt Park S #6K,Bronx, NY 10463",True,https://www.trulia.com/p/ny/bronx/180-van-cortlandt-park-s-6k-bronx-ny-10463--2333493455,"FOTINI P LIAPERDOS, LREB","NEW - 1 DAY AGO
$220,000
1bd
1ba
652 sqft
180 Van Cortlandt Park S #6K,
Bronx, NY 10463
LISTING BY: FOTINI P LIAPERDOS, LREB"
14,1850000,4,3,,"10 Mitchell Pl #2CDF,New York, NY 10017",True,https://www.trulia.com/p/ny/new-york/10-mitchell-pl-2cdf-new-york-ny-10017--2403546457,DOUGLAS ELLIMAN,"NEW
OPEN SUN, 11-12:30PM
$1,850,000
4bd
3ba
10 Mitchell Pl #2CDF,
New York, NY 10017
LISTING BY: DOUGLAS ELLIMAN"
15,1625000,2,2,959,"635 W 42nd St #32J,New York, NY 10036",True,https://www.trulia.com/p/ny/new-york/635-w-42nd-st-32j-new-york-ny-10036--2088904055,SOTHEBY'S INTERNATIONAL REALTY,"NEW - 1 DAY AGO
$1,625,000
2bd
2ba
959 sqft
635 W 42nd St #32J,
New York, NY 10036
LISTING BY: SOTHEBY'S INTERNATIONAL REALTY"
16,2250000,1,2,,"35 E 76th St #1418,New York, NY 10021",True,https://www.trulia.com/p/ny/new-york/35-e-76th-st-1418-new-york-ny-10021--2461286475,COLDWELL BANKER WARBURG,"NEW - 1 DAY AGO
$2,250,000
1bd
2ba
35 E 76th St #1418,
New York, NY 10021
LISTING BY: COLDWELL BANKER WARBURG"
17,1200000,9,7,6000,"439 E 45th Street UNIT 6,Brooklyn, NY 11203",True,https://www.trulia.com/p/ny/brooklyn/439-e-45th-st-6-brooklyn-ny-11203--2088979660,MITRA HAKIMI REALTY GROUP LLC,"NEW - 19 HRS AGO
$1,200,000
9bd
7ba
6,000 sqft
439 E 45th Street UNIT 6,
Brooklyn, NY 11203
LISTING BY: MITRA HAKIMI REALTY GROUP LLC"
18,1200000,8,4,,"2143 Strauss Street,Brooklyn, NY 11212",True,https://www.trulia.com/p/ny/brooklyn/2143-strauss-st-brooklyn-ny-11212--2009664766,CENTURY 21 MILESTONE REALTY,"NEW - 19 HRS AGO
$1,200,000
8bd
4ba
2143 Strauss Street,
Brooklyn, NY 11212
LISTING BY: CENTURY 21 MILESTONE REALTY"
19,300000,,,,"433 Warwick St,Brooklyn, NY 11207",True,https://www.trulia.com/home/433-Warwick-St-Brooklyn-NY-11207-142892698,RE/MAX REAL ESTATE PROFESSIONA,"NEW - 1 DAY AGO
$300,000
433 Warwick St,
Brooklyn, NY 11207
LISTING BY: RE/MAX REAL ESTATE PROFESSIONA"
20,2688888,3,3,3600,"151-06 25th Avenue,Flushing, NY 11354",True,https://www.trulia.com/p/ny/flushing/151-06-25th-ave-flushing-ny-11354--2461887926,UNITED REALTY ASSOCIATES,"NEW - 17 HRS AGO
$2,688,888
3bd
3ba
3,600 sqft
151-06 25th Avenue,
Flushing, NY 11354
LISTING BY: UNITED REALTY ASSOCIATES"
21,799000,0,4,,"118-29 191st St,Saint Albans, NY 11412",True,https://www.trulia.com/p/ny/saint-albans/118-29-191st-st-saint-albans-ny-11412--2397468194,"COMPASS GREATER NY, LLC","NEW - 1 DAY AGO
$799,000
Studio
4ba
118-29 191st St,
Saint Albans, NY 11412
LISTING BY: COMPASS GREATER NY, LLC"
22,460000,3,2,1408,"132 Montreal Ave,Staten Island, NY 10306",True,https://www.trulia.com/p/ny/staten-island/132-montreal-ave-staten-island-ny-10306--2008771140,VYLLA HOMES,"NEW - 1 DAY AGO
$460,000
3bd
2ba
1,408 sqft
132 Montreal Ave,
Staten Island, NY 10306
LISTING BY: VYLLA HOMES"
23,1199000,4,4,2496,"160 Pittsville Ave,Staten Island, NY 10307",True,https://www.trulia.com/p/ny/staten-island/160-pittsville-ave-staten-island-ny-10307--2008789425,"ROBERT DEFALCO REALTY, INC.","NEW - 1 DAY AGO
NEW CONSTRUCTION
$1,199,000
4bd
4ba
2,496 sqft
160 Pittsville Ave,
Staten Island, NY 10307
LISTING BY: ROBERT DEFALCO REALTY, INC."
24,189000,1,1,800,"4200 Herkimer Place UNIT 7G,Bronx, NY 10470",True,https://www.trulia.com/p/ny/bronx/4200-herkimer-pl-7g-bronx-ny-10470--2478317147,HENRY DJONBALAJ REAL ESTATE,"NEW - 20 HRS AGO
$189,000
1bd
1ba
800 sqft
4200 Herkimer Place UNIT 7G,
Bronx, NY 10470
LISTING BY: HENRY DJONBALAJ REAL ESTATE"
25,1736000,2,2,1027,"515 E 72nd St #4P,New York, NY 10021",True,https://www.trulia.com/p/ny/new-york/515-e-72nd-st-4p-new-york-ny-10021--2088856744,BERKSHIRE HATHAWAY HOMESERVICES NEW YORK PROPERTIES,"NEW - 1 DAY AGO
$1,736,000
2bd
2ba
1,027 sqft
515 E 72nd St #4P,
New York, NY 10021
LISTING BY: BERKSHIRE HATHAWAY HOMESERVICES NEW YORK PROPERTIES"
26,800000,,,,"429 Warwick St,Brooklyn, NY 11207",True,https://www.trulia.com/home/429-Warwick-St-Brooklyn-NY-11207-142892699,RE/MAX REAL ESTATE PROFESSIONA,"NEW - 1 DAY AGO
$800,000
429 Warwick St,
Brooklyn, NY 11207
LISTING BY: RE/MAX REAL ESTATE PROFESSIONA"
27,255000,1,1,,"42-30 Douglaston Parkw UNIT 3P,Flushing, NY 11363",True,https://www.trulia.com/p/ny/flushing/4230-douglaston-pkwy-3p-flushing-ny-11363--2180729665,RE/MAX CITY SQUARE,"NEW
OPEN SAT, 2-4PM
$255,000
1bd
1ba
42-30 Douglaston Parkw UNIT 3P,
Flushing, NY 11363
LISTING BY: RE/MAX CITY SQUARE"
28,1175000,5,3,,"144-16 Tuskegee Airmen Way,Jamaica, NY 11435",True,https://www.trulia.com/p/ny/jamaica/144-16-tuskegee-airmen-way-jamaica-ny-11435--2189874624,BERKSHIRE HATHAWAY,"NEW
COMING SOON 2/20
$1,175,000
5bd
3ba
144-16 Tuskegee Airmen Way,
Jamaica, NY 11435
LISTING BY: BERKSHIRE HATHAWAY"
29,4995000,3,4,2185,"200 E 69th St #44A,New York, NY 10021",True,https://www.trulia.com/p/ny/new-york/200-e-69th-st-44a-new-york-ny-10021--2088853949,COMPASS,"NEW - 1 DAY AGO
$4,995,000
3bd
4ba
2,185 sqft
200 E 69th St #44A,
New York, NY 10021
LISTING BY: COMPASS"
30,449000,2,1,1200,"2425 Kings Hwy #E16,Brooklyn, NY 11229",True,https://www.trulia.com/p/ny/brooklyn/2425-kings-hwy-e16-brooklyn-ny-11229--2332881894,J SIKAR REALTY,"NEW - 1 DAY AGO
$449,000
2bd
1ba
1,200 sqft
2425 Kings Hwy #E16,
Brooklyn, NY 11229
LISTING BY: J SIKAR REALTY"
31,1299000,7,2,3328,"1634 Hering Avenue,Bronx, NY 10461",True,https://www.trulia.com/p/ny/bronx/1634-hering-ave-bronx-ny-10461--2008900128,EXIT REALTY PRIVATE CLIENT,"NEW - 21 HRS AGO
$1,299,000
7bd
2ba
3,328 sqft
1634 Hering Avenue,
Bronx, NY 10461
LISTING BY: EXIT REALTY PRIVATE CLIENT"
32,479000,2,1,950,"100-11 67th Road UNIT 102,Flushing, NY 11375",True,https://www.trulia.com/p/ny/flushing/10011-67th-rd-flushing-ny-11375--1003953462,DANIEL GALE SOTHEBYS INTL RLTY,"NEW - 20 HRS AGO
$479,000
2bd
1ba
950 sqft
100-11 67th Road UNIT 102,
Flushing, NY 11375
LISTING BY: DANIEL GALE SOTHEBYS INTL RLTY"
33,1189000,4,3,,"196-11 100 Avenue,Jamaica, NY 11423",True,https://www.trulia.com/p/ny/jamaica/19611-100th-ave-jamaica-ny-11423--2010211299,CENTURY 21 MILESTONE REALTY,"NEW - 21 HRS AGO
$1,189,000
4bd
3ba
196-11 100 Avenue,
Jamaica, NY 11423
LISTING BY: CENTURY 21 MILESTONE REALTY"
34,799999,,,,"75 Poughkeepsie Ct,Staten Island, NY 10312",True,https://www.trulia.com/home/75-Poughkeepsie-Ct-Staten-Island-NY-10312-2067508134,"ROBERT DEFALCO REALTY, INC.","NEW - 1 DAY AGO
0.26 ACRES
$799,999
75 Poughkeepsie Ct,
Staten Island, NY 10312
LISTING BY: ROBERT DEFALCO REALTY, INC."
35,319000,2,1,,"84-70 129 Street UNIT 4B,Kew Gardens, NY 11415",True,https://www.trulia.com/p/ny/kew-gardens/84-70-129th-st-4b-kew-gardens-ny-11415--2397166388,EXP REALTY,"NEW - 21 HRS AGO
3D VIEW
$319,000
2bd
1ba
84-70 129 Street UNIT 4B,
Kew Gardens, NY 11415
LISTING BY: EXP REALTY"
36,699000,5,2,1968,"645 Mead Street,Bronx, NY 10460",True,https://www.trulia.com/p/ny/bronx/645-mead-st-bronx-ny-10460--85172,YOURHOMESOLD GUARANTEED REALTY,"NEW - 21 HRS AGO
$699,000
5bd
2ba
1,968 sqft
645 Mead Street,
Bronx, NY 10460
LISTING BY: YOURHOMESOLD GUARANTEED REALTY"
37,259000,2,1,850,"2220 Burnett St #2F,Brooklyn, NY 11229",True,https://www.trulia.com/p/ny/brooklyn/2220-burnett-st-2f-brooklyn-ny-11229--2467408533,TRACEY REAL ESTATE,"NEW - 1 DAY AGO
$259,000
2bd
1ba
850 sqft
2220 Burnett St #2F,
Brooklyn, NY 11229
LISTING BY: TRACEY REAL ESTATE"
38,699000,0,1,2470,"3018 Richmond Ter,Staten Island, NY 10303",True,https://www.trulia.com/p/ny/staten-island/3018-richmond-ter-staten-island-ny-10303--2008740623,RE/MAX EDGE,"NEW - 1 DAY AGO
$699,000
Studio
1ba
2,470 sqft
3018 Richmond Ter,
Staten Island, NY 10303
LISTING BY: RE/MAX EDGE"
39,699900,2,2,,"939 E 43rd Street,Brooklyn, NY 11234",True,https://www.trulia.com/p/ny/brooklyn/939-e-43rd-st-brooklyn-ny-11234--2088988237,EXIT ALL SEASONS REALTY,"NEW
OPEN SAT, 11-1PM
$699,900
2bd
2ba
939 E 43rd Street,
Brooklyn, NY 11234
LISTING BY: EXIT ALL SEASONS REALTY"
0,259000,2,1,850,"2220 Burnett St #2F,Brooklyn, NY 11229",True,https://www.trulia.com/p/ny/brooklyn/2220-burnett-st-2f-brooklyn-ny-11229--2467408533,TRACEY REAL ESTATE,"NEW - 1 DAY AGO
$259,000
2bd
1ba
850 sqft
2220 Burnett St #2F,
Brooklyn, NY 11229
LISTING BY: TRACEY REAL ESTATE"
1,699000,0,1,2470,"3018 Richmond Ter,Staten Island, NY 10303",True,https://www.trulia.com/p/ny/staten-island/3018-richmond-ter-staten-island-ny-10303--2008740623,RE/MAX EDGE,"NEW - 1 DAY AGO
$699,000
Studio
1ba
2,470 sqft
3018 Richmond Ter,
Staten Island, NY 10303
LISTING BY: RE/MAX EDGE"
2,699900,2,2,,"939 E 43rd Street,Brooklyn, NY 11234",True,https://www.trulia.com/p/ny/brooklyn/939-e-43rd-st-brooklyn-ny-11234--2088988237,EXIT ALL SEASONS REALTY,"NEW
OPEN SAT, 11-1PM
$699,900
2bd
2ba
939 E 43rd Street,
Brooklyn, NY 11234
LISTING BY: EXIT ALL SEASONS REALTY"
3,3995000,4,4,,"10 W 66th St #23D,New York, NY 10023",True,https://www.trulia.com/p/ny/new-york/10-w-66th-st-23d-new-york-ny-10023--2177190939,BROWN HARRIS STEVENS,"NEW
OPEN SUN, 12:30-2PM
$3,995,000
4bd
4ba
10 W 66th St #23D,
New York, NY 10023
LISTING BY: BROWN HARRIS STEVENS"
4,725000,0,1,,"249 8th Ave #9D,New York, NY 10011",True,https://www.trulia.com/p/ny/new-york/249-8th-ave-9d-new-york-ny-10011--2322426209,REDFIN REAL ESTATE,"NEW
OPEN SUN, 12-2PM
$725,000
Studio
1ba
249 8th Ave #9D,
New York, NY 10011
LISTING BY: REDFIN REAL ESTATE"
5,699000,2,2,1150,"37-30 83rd St #1D,Jackson Heights, NY 11372",True,https://www.trulia.com/p/ny/jackson-heights/37-30-83rd-st-1d-jackson-heights-ny-11372--2398029590,THE AGENCY,"NEW
OPEN SUN, 12-2PM
$699,000
2bd
2ba
1,150 sqft
37-30 83rd St #1D,
Jackson Heights, NY 11372
LISTING BY: THE AGENCY"
6,499000,1,1,815,"720 Fort Washington Ave #1Z,New York, NY 10040",True,https://www.trulia.com/p/ny/new-york/720-fort-washington-ave-1z-new-york-ny-10040--2332068855,COMPASS,"NEW - 1 DAY AGO
$499,000
1bd
1ba
815 sqft
720 Fort Washington Ave #1Z,
New York, NY 10040
LISTING BY: COMPASS"
7,3180000,8,8,5000,"56-15 Van Cleef Street,Flushing, NY 11368",True,https://www.trulia.com/p/ny/flushing/5615-van-cleef-st-flushing-ny-11368--2010024883,E REALTY INTERNATIONAL CORP,"NEW - 22 HRS AGO
$3,180,000
8bd
8ba
5,000 sqft
56-15 Van Cleef Street,
Flushing, NY 11368
LISTING BY: E REALTY INTERNATIONAL CORP"
8,1275000,5,2,2792,"236 45th St,Brooklyn, NY 11220",True,https://www.trulia.com/p/ny/brooklyn/236-45th-st-brooklyn-ny-11220--1103372382,REALTY QUEST NEW YORK INC,"NEW - 1 DAY AGO
$1,275,000
5bd
2ba
2,792 sqft
236 45th St,
Brooklyn, NY 11220
LISTING BY: REALTY QUEST NEW YORK INC"
9,965000,4,3,1800,"2049 Haring St,Brooklyn, NY 11229",True,https://www.trulia.com/p/ny/brooklyn/2049-haring-st-brooklyn-ny-11229--2009818293,ILITE REALTY INC,"NEW
OPEN SUN, 1:30-3PM
$965,000
4bd
3ba
1,800 sqft
2049 Haring St,
Brooklyn, NY 11229
LISTING BY: ILITE REALTY INC"
